path,loc,cc
src\transformers\models\grounding_dino\processing_grounding_dino.py,132,41
src\transformers\pipelines\image_to_text.py,131,41
tests\models\deformable_detr\test_image_processing_deformable_detr.py,556,40
tests\models\grounding_dino\test_image_processing_grounding_dino.py,485,40
tests\models\clap\test_feature_extraction_clap.py,475,40
tests\models\glm4v\test_modeling_glm4v.py,471,40
tests\models\video_llava\test_modeling_video_llava.py,407,40
tests\models\bros\test_modeling_bros.py,386,40
examples\pytorch\text-classification\run_xnli.py,346,40
tests\models\mra\test_modeling_mra.py,332,40
tests\models\depth_pro\test_modeling_depth_pro.py,278,40
tests\models\dinat\test_modeling_dinat.py,276,40
src\transformers\models\blenderbot\configuration_blenderbot.py,270,40
utils\update_metadata.py,237,40
src\transformers\models\llama4\image_processing_llama4_fast.py,234,40
tests\models\mbart50\test_tokenization_mbart50.py,215,40
tests\models\perceiver\test_tokenization_perceiver.py,208,40
tests\models\glm4v\test_image_processing_glm4v.py,185,40
src\transformers\models\gemma3n\feature_extraction_gemma3n.py,178,40
src\transformers\models\colpali\processing_colpali.py,174,40
src\transformers\models\ministral\modular_ministral.py,174,40
tests\models\clvp\test_feature_extraction_clvp.py,167,40
src\transformers\models\seamless_m4t\feature_extraction_seamless_m4t.py,154,40
src\transformers\image_processing_utils.py,153,40
src\transformers\quantizers\quantizer_higgs.py,135,40
examples\legacy\benchmarking\plot_csv_file.py,126,40
tests\pipelines\test_pipelines_token_classification.py,888,39
tests\models\internvl\test_modeling_internvl.py,825,39
tests\models\zamba\test_modeling_zamba.py,449,39
tests\models\flaubert\test_modeling_flaubert.py,418,39
tests\models\nllb\test_tokenization_nllb.py,365,39
tests\models\wav2vec2_with_lm\test_processing_wav2vec2_with_lm.py,342,39
tests\models\biogpt\test_modeling_biogpt.py,335,39
tests\models\fuyu\test_processing_fuyu.py,317,39
tests\models\layoutlm\test_modeling_layoutlm.py,307,39
tests\models\granite_speech\test_modeling_granite_speech.py,295,39
examples\legacy\seq2seq\finetune_trainer.py,272,39
src\transformers\models\marian\configuration_marian.py,262,39
tests\models\zoedepth\test_modeling_zoedepth.py,259,39
tests\models\bert\test_tokenization_bert.py,255,39
tests\models\mobilebert\test_tokenization_mobilebert.py,254,39
src\transformers\models\qwen2_5_omni\processing_qwen2_5_omni.py,242,39
tests\models\dpt\test_modeling_dpt_hybrid.py,241,39
tests\models\univnet\test_modeling_univnet.py,238,39
src\transformers\models\llama4\configuration_llama4.py,235,39
src\transformers\models\deepseek_vl\modeling_deepseek_vl.py,231,39
src\transformers\models\auto\feature_extraction_auto.py,229,39
tests\models\convnextv2\test_modeling_convnextv2.py,229,39
tests\models\roc_bert\test_tokenization_roc_bert.py,229,39
tests\models\llava_onevision\test_image_processing_llava_onevision.py,216,39
src\transformers\models\llava_onevision\processing_llava_onevision.py,199,39
tests\models\gemma3\test_image_processing_gemma3.py,199,39
src\transformers\models\aya_vision\modular_aya_vision.py,187,39
src\transformers\models\zoedepth\image_processing_zoedepth_fast.py,186,39
src\transformers\models\vision_text_dual_encoder\modeling_vision_text_dual_encoder.py,183,39
tests\models\wav2vec2\test_feature_extraction_wav2vec2.py,158,39
src\transformers\models\vitpose\modeling_vitpose.py,144,39
src\transformers\pipelines\image_classification.py,121,39
src\transformers\models\dac\feature_extraction_dac.py,84,39
tests\models\emu3\test_modeling_emu3.py,420,38
tests\models\llava_next\test_modeling_llava_next.py,403,38
tests\models\segformer\test_modeling_segformer.py,352,38
tests\pipelines\test_pipelines_fill_mask.py,339,38
src\transformers\models\bigbird_pegasus\configuration_bigbird_pegasus.py,273,38
src\transformers\models\blenderbot_small\configuration_blenderbot_small.py,262,38
src\transformers\models\mbart\configuration_mbart.py,261,38
src\transformers\models\pop2piano\feature_extraction_pop2piano.py,253,38
tests\utils\test_generic.py,250,38
tests\models\electra\test_tokenization_electra.py,250,38
tests\models\vitpose\test_modeling_vitpose.py,247,38
tests\models\mbart\test_tokenization_mbart.py,245,38
src\transformers\models\dpt\image_processing_dpt_fast.py,242,38
src\transformers\models\prompt_depth_anything\image_processing_prompt_depth_anything_fast.py,228,38
src\transformers\models\glm4v_moe\modular_glm4v_moe.py,222,38
src\transformers\models\pix2struct\image_processing_pix2struct.py,217,38
tests\utils\test_tokenization_utils.py,207,38
tests\models\janus\test_image_processing_janus.py,174,38
examples\legacy\pytorch-lightning\run_ner.py,168,38
src\transformers\models\csm\configuration_csm.py,165,38
src\transformers\models\pvt\image_processing_pvt.py,135,38
src\transformers\quantizers\quantizer_quanto.py,126,38
src\transformers\utils\hp_naming.py,113,38
src\transformers\models\wav2vec2\feature_extraction_wav2vec2.py,103,38
src\transformers\quantizers\quantizer_gptq.py,81,38
tests\models\conditional_detr\test_image_processing_conditional_detr.py,460,37
tests\models\llama\test_modeling_llama.py,437,37
tests\models\voxtral\test_modeling_voxtral.py,390,37
tests\models\m2m_100\test_modeling_m2m_100.py,355,37
tests\models\mamba2\test_modeling_mamba2.py,354,37
tests\models\vision_text_dual_encoder\test_modeling_vision_text_dual_encoder.py,329,37
tests\models\albert\test_modeling_albert.py,319,37
tests\models\yolos\test_modeling_yolos.py,282,37
tests\models\dinov2_with_registers\test_modeling_dinov2_with_registers.py,264,37
tests\models\dinov2\test_modeling_dinov2.py,249,37
tests\models\beit\test_image_processing_beit.py,244,37
src\transformers\models\fastspeech2_conformer\configuration_fastspeech2_conformer.py,207,37
tests\models\llava_next\test_image_processing_llava_next.py,197,37
tests\models\timm_backbone\test_modeling_timm_backbone.py,190,37
src\transformers\models\llava_next_video\processing_llava_next_video.py,168,37
src\transformers\models\colqwen2\modeling_colqwen2.py,167,37
src\transformers\loss\loss_grounding_dino.py,144,37
src\transformers\models\deprecated\xlm_prophetnet\tokenization_xlm_prophetnet.py,140,37
tests\models\efficientloftr\test_image_processing_efficientloftr.py,135,37
src\transformers\models\xglm\tokenization_xglm.py,123,37
examples\pytorch\question-answering\trainer_seq2seq_qa.py,114,37
src\transformers\models\byt5\tokenization_byt5.py,109,37
utils\get_test_info.py,104,37
tests\models\llava\test_modeling_llava.py,529,36
tests\models\whisper\test_tokenization_whisper.py,430,36
tests\models\rembert\test_modeling_rembert.py,405,36
tests\models\distilbert\test_modeling_distilbert.py,364,36
tests\models\internvl\test_processing_internvl.py,331,36
tests\models\deepseek_vl_hybrid\test_modeling_deepseek_vl_hybrid.py,328,36
tests\models\esm\test_modeling_esm.py,311,36
tests\models\yoso\test_modeling_yoso.py,310,36
tests\models\patchtst\test_modeling_patchtst.py,302,36
tests\tokenization\test_tokenization_utils.py,298,36
tests\models\vivit\test_modeling_vivit.py,284,36
examples\legacy\run_language_modeling.py,282,36
tests\utils\test_configuration_utils.py,267,36
tests\models\timesformer\test_modeling_timesformer.py,265,36
tests\extended\test_trainer_ext.py,262,36
tests\models\qwen2_vl\test_video_processing_qwen2_vl.py,258,36
tests\models\canine\test_tokenization_canine.py,241,36
tests\models\sam\test_image_processing_sam.py,236,36
tests\models\segformer\test_image_processing_segformer.py,233,36
examples\legacy\run_openai_gpt.py,229,36
src\transformers\models\seamless_m4t\tokenization_seamless_m4t_fast.py,223,36
tests\models\esm\test_modeling_esmfold.py,215,36
tests\models\phi4_multimodal\test_feature_extraction_phi4_multimodal.py,214,36
tests\models\bit\test_modeling_bit.py,206,36
src\transformers\models\internvl\processing_internvl.py,190,36
src\transformers\models\instructblipvideo\image_processing_instructblipvideo.py,170,36
src\transformers\models\colpali\modular_colpali.py,149,36
src\transformers\models\camembert\tokenization_camembert.py,141,36
src\transformers\models\blenderbot_small\tokenization_blenderbot_small.py,139,36
src\transformers\models\edgetam\configuration_edgetam.py,138,36
src\transformers\models\audio_spectrogram_transformer\feature_extraction_audio_spectrogram_transformer.py,131,36
src\transformers\quantizers\quantizer_eetq.py,119,36
src\transformers\quantizers\quantizer_fp_quant.py,119,36
src\transformers\models\deprecated\graphormer\collating_graphormer.py,98,36
src\transformers\models\idefics\image_processing_idefics.py,86,36
src\transformers\models\oneformer\processing_oneformer.py,84,36
src\transformers\onnx\features.py,624,35
src\transformers\integrations\higgs.py,566,35
tests\models\kosmos2\test_processing_kosmos2.py,439,35
tests\models\eomt\test_modeling_eomt.py,328,35
tests\models\mobilevitv2\test_modeling_mobilevitv2.py,299,35
tests\models\gpt2\test_tokenization_gpt2.py,264,35
tests\models\glpn\test_modeling_glpn.py,260,35
tests\models\textnet\test_modeling_textnet.py,250,35
tests\models\superpoint\test_modeling_superpoint.py,241,35
tests\models\dpt\test_modeling_dpt_auto_backbone.py,238,35
tests\models\resnet\test_modeling_resnet.py,218,35
src\transformers\models\qwen3_vl\video_processing_qwen3_vl.py,201,35
src\transformers\models\phi4_multimodal\image_processing_phi4_multimodal_fast.py,195,35
utils\update_tiny_models.py,149,35
src\transformers\models\led\tokenization_led_fast.py,149,35
src\transformers\models\vits\tokenization_vits.py,136,35
src\transformers\models\speecht5\tokenization_speecht5.py,125,35
src\transformers\models\olmo\modular_olmo.py,117,35
src\transformers\hyperparameter_search.py,94,35
tests\models\smolvlm\test_processing_smolvlm.py,459,34
tests\models\gemma2\test_modeling_gemma2.py,333,34
tests\models\mobilevit\test_modeling_mobilevit.py,281,34
tests\models\lilt\test_modeling_lilt.py,270,34
tests\models\mobilenet_v2\test_modeling_mobilenet_v2.py,266,34
tests\models\prompt_depth_anything\test_modeling_prompt_depth_anything.py,245,34
src\transformers\utils\metrics.py,243,34
src\transformers\models\qwen3_omni_moe\processing_qwen3_omni_moe.py,239,34
tests\models\convnext\test_modeling_convnext.py,214,34
tests\models\minimax\test_modeling_minimax.py,193,34
src\transformers\integrations\flex_attention.py,188,34
src\transformers\models\ctrl\tokenization_ctrl.py,173,34
tests\models\layoutlmv2\test_image_processing_layoutlmv2.py,158,34
tests\models\audio_spectrogram_transformer\test_feature_extraction_audio_spectrogram_transformer.py,150,34
tests\models\prompt_depth_anything\test_image_processing_prompt_depth_anything.py,150,34
src\transformers\models\colpali\modeling_colpali.py,148,34
src\transformers\loss\loss_deformable_detr.py,127,34
src\transformers\models\gemma3\processing_gemma3.py,124,34
src\transformers\models\ijepa\modular_ijepa.py,124,34
src\transformers\models\qwen2_vl\processing_qwen2_vl.py,124,34
src\transformers\models\deprecated\tvlt\feature_extraction_tvlt.py,123,34
src\transformers\models\mvp\tokenization_mvp_fast.py,116,34
src\transformers\models\yolos\modular_yolos.py,109,34
src\transformers\pipelines\video_classification.py,106,34
src\transformers\utils\doc.py,1154,33
tests\models\gemma\test_modeling_gemma.py,375,33
tests\models\donut\test_modeling_donut_swin.py,281,33
tests\models\deberta_v2\test_modeling_deberta_v2.py,270,33
tests\models\vjepa2\test_modeling_vjepa2.py,259,33
src\transformers\loss\loss_d_fine.py,235,33
tests\models\depth_anything\test_modeling_depth_anything.py,228,33
tests\models\vitdet\test_modeling_vitdet.py,224,33
src\transformers\models\flex_olmo\modular_flex_olmo.py,197,33
src\transformers\models\glm4v\video_processing_glm4v.py,190,33
tests\tokenization\test_tokenization_fast.py,190,33
tests\quantization\compressed_tensors_integration\test_compressed_models.py,173,33
src\transformers\models\phi4_multimodal\feature_extraction_phi4_multimodal.py,165,33
src\transformers\models\llava_next\processing_llava_next.py,154,33
tests\models\musicgen_melody\test_feature_extraction_musicgen_melody.py,152,33
src\transformers\models\donut\image_processing_donut_fast.py,148,33
src\transformers\commands\env.py,131,33
src\transformers\pipelines\image_segmentation.py,125,33
src\transformers\models\xlm_roberta\tokenization_xlm_roberta.py,120,33
src\transformers\models\dbrx\configuration_dbrx.py,105,33
src\transformers\models\markuplm\feature_extraction_markuplm.py,82,33
tests\models\mluke\test_tokenization_mluke.py,513,32
tests\models\luke\test_tokenization_luke.py,508,32
tests\models\llava_onevision\test_modeling_llava_onevision.py,422,32
tests\models\phi4_multimodal\test_modeling_phi4_multimodal.py,307,32
tests\models\qwen3_vl\test_processing_qwen3_vl.py,283,32
tests\models\nystromformer\test_modeling_nystromformer.py,262,32
tests\models\deberta\test_modeling_deberta.py,253,32
tests\models\pvt\test_modeling_pvt.py,226,32
src\transformers\models\qwen2_vl\image_processing_qwen2_vl_fast.py,212,32
src\transformers\models\phi3\modular_phi3.py,186,32
src\transformers\models\nougat\image_processing_nougat_fast.py,184,32
src\transformers\models\cohere2_vision\image_processing_cohere2_vision_fast.py,178,32
src\transformers\models\voxtral\modular_voxtral.py,165,32
src\transformers\models\cohere\tokenization_cohere_fast.py,151,32
tests\models\nougat\test_tokenization_nougat.py,145,32
examples\modular-transformers\modeling_from_uppercase_model.py,139,32
src\transformers\models\qwen2_audio\processing_qwen2_audio.py,126,32
src\transformers\models\barthez\tokenization_barthez.py,123,32
src\transformers\models\t5\tokenization_t5_fast.py,120,32
src\transformers\models\pegasus\tokenization_pegasus_fast.py,108,32
examples\pytorch\question-answering\trainer_qa.py,96,32
tests\models\qwen3_vl_moe\test_modeling_qwen3_vl_moe.py,478,31
tests\pipelines\test_pipelines_text_generation.py,465,31
tests\models\llava_next_video\test_modeling_llava_next_video.py,362,31
tests\models\qwen2_vl\test_processing_qwen2_vl.py,300,31
tests\models\deepseek_vl\test_modeling_deepseek_vl.py,276,31
tests\models\swin2sr\test_modeling_swin2sr.py,267,31
tests\models\vit\test_modeling_vit.py,243,31
tests\tensor_parallel\test_tensor_parallel.py,226,31
tests\models\fuyu\test_modeling_fuyu.py,225,31
tests\models\upernet\test_modeling_upernet.py,223,31
examples\legacy\seq2seq\run_distributed_eval.py,214,31
tests\models\cvt\test_modeling_cvt.py,199,31
src\transformers\models\cohere2_vision\modular_cohere2_vision.py,193,31
tests\models\efficientnet\test_modeling_efficientnet.py,189,31
examples\modular-transformers\modeling_my_new_model2.py,188,31
src\transformers\integrations\fbgemm_fp8.py,187,31
tests\models\mobilenet_v1\test_modeling_mobilenet_v1.py,185,31
tests\utils\test_import_structure.py,164,31
tests\models\perceiver\test_image_processing_perceiver.py,161,31
tests\models\siglip2\test_image_processing_siglip2.py,135,31
src\transformers\models\emu3\processing_emu3.py,134,31
src\transformers\pipelines\zero_shot_image_classification.py,129,31
src\transformers\models\llama\tokenization_llama_fast.py,127,31
src\transformers\pipelines\keypoint_matching.py,101,31
